Date,Time,Temp_C,Dew Point Temp_C,Rel Hum_%,Wind Speed_km/h,Visibility_km,Press_kPa,Weather
7/5/2012,17:00,25.8,17.5,60,17,48.3,100.65,Mainly Clear
5/14/2012,0:00,11.8,6.8,71,6,25.0,101.53,Clear
9/27/2012,13:00,13.6,4.5,54,11,48.3,101.99,Mostly Cloudy
11/25/2012,12:00,-2.5,-9.9,57,33,48.3,100.21,Cloudy
3/21/2012,18:00,20.7,9.7,49,9,48.3,101.67,Clear
6/30/2012,15:00,28.8,13.2,38,28,24.1,99.66,Mostly Cloudy
9/28/2012,0:00,9.2,4.0,70,6,25.0,101.96,Clear
1/20/2012,9:00,-12.2,-18.1,61,32,24.1,101.59,Clear
2/21/2012,9:00,-3.1,-7.2,73,9,48.3,101.87,Mostly Cloudy
5/16/2012,17:00,17.6,10.7,64,22,24.1,100.32,Mostly Cloudy
12/1/2012,10:00,-10.9,-15.7,68,24,24.1,103.18,Cloudy
6/2/2012,20:00,12.9,10.5,85,4,19.3,100.4,Drizzle
7/21/2012,6:00,16.9,13.7,81,4,48.3,101.4,Clear
7/29/2012,12:00,26.6,17.5,57,6,48.3,101.21,Mainly Clear
5/27/2012,11:00,19.5,3.9,36,4,48.3,101.83,Cloudy
7/10/2012,22:00,20.2,6.6,41,7,25.0,101.37,Clear
8/15/2012,22:00,19.9,16.0,78,7,25.0,100.76,Mainly Clear
10/21/2012,10:00,10.9,5.8,71,32,24.1,100.31,Mostly Cloudy
7/4/2012,19:00,23.3,20.2,83,6,24.1,100.09,Mainly Clear
4/2/2012,3:00,-1.4,-2.8,90,0,8.0,100.33,Fog
6/30/2012,21:00,23.6,16.3,64,13,25.0,100.02,Mostly Cloudy
4/16/2012,2:00,14.9,13.3,90,4,9.7,100.66,Rain Showers
2/3/2012,14:00,-3.8,-7.4,76,7,16.1,102.27,Snow
2/7/2012,22:00,-10.8,-20.1,46,9,25.0,102.21,Clear
12/30/2012,10:00,-12.4,-16.0,74,24,24.1,100.82,Cloudy
11/23/2012,12:00,12.1,1.5,48,22,24.1,99.93,Mostly Cloudy
6/26/2012,11:00,17.6,10.8,64,11,24.1,100.12,Cloudy
12/15/2012,15:00,-7.8,-13.7,63,15,48.3,102.55,Mainly Clear
2/17/2012,12:00,2.6,-4.1,61,24,24.1,100.71,Cloudy
9/12/2012,4:00,13.7,10.0,78,0,25.0,101.91,Clear
5/18/2012,9:00,14.4,4.6,52,17,48.3,101.94,Mainly Clear
2/27/2012,19:00,-7.1,-9.6,82,22,2.0,101.14,Snow
11/26/2012,16:00,-1.8,-9.0,58,24,48.3,101.56,Clear
12/27/2012,17:00,-4.2,-5.9,88,32,3.2,100.47,"Snow,Blowing Snow"
12/19/2012,21:00,0.6,-0.1,95,13,11.3,101.38,Snow
11/27/2012,20:00,-4.5,-7.5,80,6,25.0,102.14,Clear
4/12/2012,19:00,9.9,-1.8,44,11,48.3,101.34,Mainly Clear
10/11/2012,20:00,7.0,3.6,79,32,25.0,101.07,Rain
7/4/2012,6:00,20.5,17.3,82,15,16.1,100.24,Cloudy
7/7/2012,13:00,27.8,16.4,50,20,48.3,100.37,Mainly Clear
10/25/2012,20:00,11.0,5.9,71,15,25.0,101.51,Clear
8/11/2012,21:00,20.0,18.5,91,9,25.0,100.68,Mostly Cloudy
7/20/2012,16:00,24.4,9.7,39,11,48.3,101.34,Mainly Clear
3/17/2012,20:00,9.3,5.2,76,0,25.0,101.92,Cloudy
10/27/2012,6:00,11.9,10.6,92,9,9.7,101.41,Fog
5/23/2012,13:00,20.1,12.2,60,13,24.1,101.15,Mostly Cloudy
10/19/2012,9:00,12.8,10.6,86,24,24.1,100.77,Cloudy
2/18/2012,7:00,-0.6,-5.2,71,24,25.0,100.84,Mostly Cloudy
5/26/2012,5:00,16.3,9.8,65,9,24.1,101.36,Mainly Clear
6/10/2012,7:00,18.0,8.8,55,4,48.3,101.42,Mainly Clear
11/10/2012,5:00,0.7,-4.0,71,6,25.0,101.98,Mainly Clear
10/15/2012,1:00,8.5,8.2,98,9,9.7,100.02,"Rain,Fog"
12/15/2012,8:00,-10.7,-15.6,67,13,48.3,102.69,Clear
5/30/2012,1:00,19.7,14.4,71,24,25.0,99.77,Mainly Clear
8/5/2012,8:00,26.5,21.0,72,24,24.1,100.8,Cloudy
7/2/2012,11:00,25.2,15.6,55,19,48.3,100.78,Mainly Clear
7/16/2012,6:00,21.8,19.8,88,6,19.3,100.55,Mainly Clear
3/25/2012,20:00,7.3,4.9,85,7,25.0,100.22,Mostly Cloudy
12/1/2012,7:00,-11.3,-14.2,79,24,24.1,103.19,Cloudy
5/14/2012,4:00,8.2,5.4,82,4,25.0,101.51,Mainly Clear
2/3/2012,20:00,-4.2,-7.7,77,11,25.0,102.16,Mostly Cloudy
6/28/2012,11:00,23.0,14.7,60,13,48.3,100.21,Mostly Cloudy
9/17/2012,11:00,19.9,14.9,73,15,24.1,101.09,Mainly Clear
6/26/2012,12:00,16.9,11.5,70,15,24.1,100.12,Rain
11/8/2012,9:00,0.8,-4.4,68,19,24.1,101.45,Cloudy
9/24/2012,7:00,7.9,7.5,97,6,48.3,101.48,Mostly Cloudy
1/4/2012,9:00,-16.8,-22.5,61,9,24.1,101.68,Mostly Cloudy
3/6/2012,11:00,-9.0,-17.8,49,15,48.3,103.12,Mainly Clear
3/4/2012,7:00,-5.7,-12.6,58,22,24.1,99.88,Mostly Cloudy
11/3/2012,15:00,5.4,2.7,83,24,24.1,100.52,Drizzle
1/23/2012,11:00,1.2,-3.2,72,11,48.3,101.49,Cloudy
4/23/2012,18:00,5.9,2.8,80,43,24.1,98.66,Cloudy
2/6/2012,14:00,3.0,-3.3,63,33,24.1,100.45,Mostly Cloudy
1/13/2012,0:00,-5.1,-7.5,83,28,2.4,99.3,Snow
9/27/2012,14:00,14.9,4.4,49,4,48.3,101.95,Mainly Clear
4/1/2012,5:00,-0.4,-4.5,74,4,25.0,100.65,Mostly Cloudy
4/5/2012,19:00,5.6,-7.7,38,26,25.0,100.82,Mostly Cloudy
3/6/2012,17:00,-4.8,-15.1,44,6,48.3,102.9,Mainly Clear
12/7/2012,6:00,-2.9,-5.5,82,7,25.0,101.27,Cloudy
1/11/2012,7:00,-14.4,-21.0,57,13,25.0,101.77,Mostly Cloudy
9/20/2012,12:00,17.6,7.3,51,15,48.3,101.56,Clear
9/4/2012,9:00,22.0,16.9,73,11,24.1,101.1,Mostly Cloudy
6/29/2012,11:00,26.5,19.2,64,26,24.1,99.51,Mainly Clear
3/18/2012,14:00,21.7,10.5,49,13,48.3,101.45,Mainly Clear
4/13/2012,21:00,11.7,-5.1,30,19,25.0,101.32,Mainly Clear
1/4/2012,23:00,-9.6,-12.6,79,6,9.7,100.42,Snow
9/25/2012,3:00,11.2,5.5,68,20,25.0,100.85,Mostly Cloudy
4/23/2012,16:00,5.6,2.4,80,39,24.1,98.81,Cloudy
4/17/2012,18:00,9.5,-2.8,42,24,48.3,101.79,Mostly Cloudy
3/8/2012,1:00,5.5,-1.4,61,11,25.0,100.92,Cloudy
10/14/2012,0:00,5.4,3.1,85,7,8.0,101.68,"Rain,Fog"
3/20/2012,13:00,20.0,10.8,55,13,24.1,101.93,Clear
6/2/2012,6:00,13.6,9.5,76,19,16.1,100.44,Rain
2/12/2012,9:00,-16.7,-24.6,50,17,24.1,100.72,Snow
6/11/2012,5:00,17.5,11.8,69,11,24.1,101.54,Mainly Clear
9/1/2012,13:00,23.6,7.0,34,6,48.3,101.54,Clear
6/15/2012,12:00,23.5,7.0,35,11,48.3,102.3,Mainly Clear
4/30/2012,12:00,10.1,-3.2,39,6,48.3,102.15,Mostly Cloudy
4/2/2012,5:00,-1.7,-2.5,94,6,25.0,100.47,Clear
11/13/2012,9:00,4.6,-1.2,66,32,24.1,101.95,Mostly Cloudy
7/7/2012,6:00,23.2,17.4,70,9,24.1,100.45,Cloudy
5/11/2012,11:00,14.6,-0.9,34,24,48.3,100.65,Mainly Clear
8/24/2012,8:00,20.7,13.0,61,7,24.1,101.8,Clear
1/4/2012,12:00,-13.7,-21.7,51,11,24.1,101.25,Snow
8/23/2012,15:00,25.8,16.2,55,19,48.3,101.35,Mostly Cloudy
8/15/2012,21:00,20.4,15.9,75,6,25.0,100.7,Clear
11/9/2012,1:00,-3.7,-5.9,85,7,25.0,101.18,Mainly Clear
2/25/2012,22:00,-6.6,-12.8,61,28,25.0,100.62,Cloudy
2/14/2012,9:00,-11.6,-18.0,59,4,24.1,101.12,Mainly Clear
12/24/2012,13:00,-7.6,-13.1,65,15,48.3,101.45,Mainly Clear
5/11/2012,22:00,7.7,-1.2,53,9,25.0,101.15,Clear
8/29/2012,2:00,13.4,8.6,73,11,25.0,101.08,Mostly Cloudy
4/20/2012,16:00,8.4,2.9,68,33,24.1,100.67,Cloudy
10/9/2012,17:00,13.6,4.8,55,22,48.3,101.5,Mostly Cloudy
12/13/2012,18:00,1.1,-2.0,80,19,25.0,102.01,Mostly Cloudy
6/17/2012,15:00,27.0,16.8,54,17,48.3,101.1,Cloudy
6/15/2012,17:00,24.8,5.3,28,11,48.3,102.06,Cloudy
1/18/2012,15:00,-10.4,-18.0,54,30,48.3,101.32,Mainly Clear
7/28/2012,15:00,26.7,11.2,38,22,48.3,101.12,Mostly Cloudy
8/13/2012,21:00,22.4,17.8,75,6,25.0,100.87,Mainly Clear
5/27/2012,19:00,18.1,9.5,57,0,48.3,101.42,Rain
2/18/2012,9:00,-0.6,-5.4,70,24,48.3,100.85,Mainly Clear
3/1/2012,2:00,-5.4,-8.3,80,28,4.8,100.8,Snow
9/13/2012,1:00,19.5,13.4,68,7,25.0,101.97,Mainly Clear
1/19/2012,17:00,-6.9,-14.7,54,17,24.1,100.7,Cloudy
10/12/2012,23:00,-0.2,-4.9,71,9,25.0,102.48,Mainly Clear
9/23/2012,22:00,7.2,4.9,85,7,25.0,101.41,Mainly Clear
3/1/2012,8:00,-5.0,-7.5,83,32,1.2,100.59,Snow
11/17/2012,16:00,2.0,-7.3,50,4,48.3,103.46,Mainly Clear
4/21/2012,12:00,5.5,3.3,86,15,9.7,100.61,"Rain,Fog"
12/6/2012,0:00,-2.1,-9.7,56,20,25.0,102.1,Mostly Cloudy
4/14/2012,14:00,14.7,-0.7,35,17,48.3,101.08,Cloudy
5/18/2012,22:00,14.4,5.0,53,6,25.0,101.63,Mainly Clear
7/21/2012,4:00,14.6,12.9,90,0,24.1,101.4,Clear
1/25/2012,18:00,-5.1,-11.4,61,11,25.0,102.07,Mainly Clear
11/5/2012,18:00,0.5,-8.6,50,20,25.0,101.57,Mostly Cloudy
1/31/2012,2:00,-6.5,-13.1,59,11,25.0,101.81,Snow
8/22/2012,10:00,22.0,14.1,61,17,48.3,101.5,Mainly Clear
6/14/2012,23:00,19.6,5.8,40,6,25.0,102.21,Clear
4/12/2012,3:00,4.3,-2.8,60,13,25.0,101.21,Mostly Cloudy
6/17/2012,8:00,22.2,15.1,64,9,48.3,101.5,Mainly Clear
7/23/2012,6:00,23.5,18.3,73,13,24.1,100.94,Cloudy
7/18/2012,18:00,22.6,10.9,48,17,48.3,100.88,Mainly Clear
7/9/2012,12:00,22.2,7.1,38,13,48.3,101.07,Clear
4/30/2012,14:00,12.4,-3.2,34,7,48.3,101.93,Mostly Cloudy
9/10/2012,10:00,14.4,6.5,59,15,24.1,101.32,Mostly Cloudy
6/30/2012,9:00,24.2,13.9,53,26,48.3,99.83,Mainly Clear
1/29/2012,23:00,-3.4,-7.6,73,15,25.0,100.85,Clear
10/12/2012,17:00,4.7,-5.1,49,22,24.1,102.13,Mainly Clear
5/29/2012,9:00,18.6,15.1,80,4,19.3,100.12,Mainly Clear
8/27/2012,11:00,26.2,18.0,61,17,24.1,101.19,Cloudy
12/18/2012,11:00,0.5,-0.2,95,22,1.2,99.76,Snow
5/8/2012,18:00,12.1,10.3,89,11,9.7,100.29,"Rain,Fog"
2/13/2012,10:00,-6.8,-19.1,37,26,48.3,100.59,Mostly Cloudy
4/15/2012,0:00,12.9,0.1,41,9,25.0,100.77,Mostly Cloudy
2/9/2012,13:00,0.7,-7.1,56,26,48.3,101.13,Clear
11/21/2012,21:00,2.2,-0.5,82,6,25.0,101.88,Mainly Clear
2/18/2012,15:00,1.5,-5.8,58,19,48.3,100.71,Mostly Cloudy
5/1/2012,1:00,10.8,-1.0,44,19,25.0,101.22,Rain Showers
1/20/2012,21:00,-18.5,-25.6,54,9,25.0,102.37,Mainly Clear
5/23/2012,23:00,18.9,10.3,57,4,25.0,101.25,Clear
4/14/2012,1:00,7.5,-1.8,52,11,25.0,101.35,Clear
9/16/2012,9:00,13.1,3.0,50,19,48.3,101.57,Mainly Clear
8/11/2012,22:00,20.0,18.6,92,9,25.0,100.72,Cloudy
1/10/2012,0:00,2.5,-5.2,57,30,25.0,100.38,Cloudy
3/5/2012,17:00,-9.5,-18.8,47,24,48.3,101.82,Mainly Clear
6/13/2012,9:00,17.0,11.7,71,24,24.1,101.09,Mostly Cloudy
8/10/2012,16:00,20.7,19.0,90,20,8.0,100.65,"Rain,Fog"
6/29/2012,21:00,26.5,15.3,50,22,25.0,99.58,Mainly Clear
8/16/2012,22:00,22.0,17.5,76,4,25.0,100.48,Mainly Clear
12/3/2012,12:00,3.9,1.3,83,9,24.1,101.96,Cloudy
9/1/2012,5:00,16.0,12.9,82,13,25.0,101.31,Mainly Clear
5/12/2012,16:00,23.6,7.7,36,22,48.3,101.19,Mostly Cloudy
3/29/2012,12:00,3.9,-2.2,64,6,24.1,100.71,Cloudy
11/9/2012,2:00,-4.3,-6.3,86,7,25.0,101.19,Clear
7/20/2012,13:00,23.2,10.4,44,9,48.3,101.45,Mainly Clear
11/14/2012,14:00,5.2,-6.2,44,6,48.3,103.15,Clear
9/6/2012,0:00,21.3,18.1,82,7,25.0,100.53,Mainly Clear
10/9/2012,9:00,10.3,6.4,77,15,48.3,102.06,Clear
7/28/2012,9:00,20.7,12.3,59,19,48.3,101.25,Mostly Cloudy
2/2/2012,10:00,-8.2,-13.7,65,17,24.1,101.87,Mostly Cloudy
3/25/2012,21:00,8.2,5.7,84,13,25.0,100.21,Mainly Clear
5/6/2012,7:00,8.2,-2.3,47,22,48.3,101.78,Cloudy
10/23/2012,16:00,11.9,4.0,58,11,24.1,101.57,Mostly Cloudy
12/23/2012,4:00,-8.3,-12.7,71,28,25.0,100.43,Cloudy
8/28/2012,21:00,14.9,7.1,60,7,25.0,101.01,Mainly Clear
4/23/2012,5:00,1.9,-0.2,86,46,8.0,99.74,Rain
9/8/2012,20:00,19.2,13.2,68,43,25.0,99.51,Mainly Clear
11/5/2012,16:00,1.1,-6.0,59,19,24.1,101.44,Snow Showers
10/19/2012,12:00,13.0,11.5,91,11,16.1,100.77,Rain
3/1/2012,6:00,-5.2,-7.8,82,33,4.0,100.57,Snow
10/6/2012,15:00,14.4,8.8,69,28,48.3,100.25,Mainly Clear
11/30/2012,18:00,-9.5,-15.5,62,13,25.0,103.24,Cloudy
3/6/2012,6:00,-15.3,-21.3,60,11,24.1,102.9,Clear
1/14/2012,20:00,-19.6,-25.8,58,13,25.0,101.62,Mainly Clear
1/30/2012,16:00,-7.3,-15.8,51,17,48.3,101.86,Mostly Cloudy
9/19/2012,10:00,11.0,3.6,60,32,48.3,101.19,Mostly Cloudy
